DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2016-06,0.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2016-07,0.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2016-08,0.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2016-09,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2016-10,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2016-11,1.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2016-12,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2017-01,2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2017-02,2.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2017-03,2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2017-04,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2017-05,2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2017-06,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2017-07,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2017-08,2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2017-09,2.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2017-10,2.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2017-11,2.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2017-12,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2018-01,1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2018-02,1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2018-03,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2018-04,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2018-05,2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2018-06,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2018-07,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2018-08,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2018-09,2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2018-10,2.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2018-11,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2018-12,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2019-01,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2019-02,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2019-03,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2019-04,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2019-05,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2019-06,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2019-07,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2019-08,1.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2019-09,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2019-10,1.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2019-11,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2019-12,1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2020-01,2.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2020-02,2.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2020-03,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2020-04,1.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2020-05,0.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2020-06,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2020-07,1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2020-08,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2020-09,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2020-10,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2020-11,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2020-12,1.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2021-01,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2021-02,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2021-03,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2021-04,1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2021-05,3.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2021-06,2.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2021-07,2.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2021-08,3.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2021-09,3.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2021-10,3.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2021-11,4.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2021-12,3.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2022-01,4.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2022-02,5.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2022-03,6.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2022-04,7.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2022-05,7.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,AT,2022-06,8.7,e
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1997-01,2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1997-02,1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1997-03,1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1997-04,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1997-05,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1997-06,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1997-07,1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1997-08,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1997-09,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1997-10,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1997-11,1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1997-12,0.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1998-01,0.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1998-02,0.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1998-03,1.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1998-04,1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1998-05,1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1998-06,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1998-07,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1998-08,1.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1998-09,0.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1998-10,0.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1998-11,0.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1998-12,0.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1999-01,1.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1999-02,1.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1999-03,1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1999-04,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1999-05,0.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1999-06,0.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1999-07,0.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1999-08,0.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1999-09,1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1999-10,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1999-11,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,1999-12,2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2000-01,0.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2000-02,2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2000-03,2.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2000-04,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2000-05,2.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2000-06,3.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2000-07,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2000-08,3.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2000-09,4.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2000-10,3.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2000-11,3.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2000-12,3.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2001-01,2.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2001-02,2.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2001-03,2.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2001-04,2.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2001-05,3.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2001-06,3.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2001-07,2.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2001-08,2.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2001-09,1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2001-10,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2001-11,1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2001-12,1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2002-01,2.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2002-02,2.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2002-03,2.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2002-04,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2002-05,1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2002-06,0.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2002-07,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2002-08,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2002-09,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2002-10,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2002-11,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2002-12,1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2003-01,1.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2003-02,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2003-03,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2003-04,1.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2003-05,0.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2003-06,1.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2003-07,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2003-08,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2003-09,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2003-10,1.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2003-11,1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2003-12,1.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2004-01,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2004-02,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2004-03,0.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2004-04,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2004-05,2.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2004-06,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2004-07,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2004-08,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2004-09,1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2004-10,2.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2004-11,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2004-12,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2005-01,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2005-02,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2005-03,2.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2005-04,2.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2005-05,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2005-06,2.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2005-07,2.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2005-08,2.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2005-09,2.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2005-10,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2005-11,2.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2005-12,2.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2006-01,2.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2006-02,2.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2006-03,2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2006-04,2.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2006-05,2.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2006-06,2.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2006-07,2.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2006-08,2.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2006-09,1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2006-10,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2006-11,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2006-12,2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2007-01,1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2007-02,1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2007-03,1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2007-04,1.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2007-05,1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2007-06,1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2007-07,1.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2007-08,1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2007-09,1.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2007-10,2.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2007-11,2.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2007-12,3.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2008-01,3.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2008-02,3.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2008-03,4.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2008-04,4.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2008-05,5.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2008-06,5.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2008-07,5.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2008-08,5.4,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2008-09,5.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2008-10,4.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2008-11,3.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2008-12,2.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2009-01,2.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2009-02,1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2009-03,0.6,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2009-04,0.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2009-05,-0.2,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2009-06,-1.1,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2009-07,-1.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2009-08,-0.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2009-09,-1.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2009-10,-0.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2009-11,0.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2009-12,0.3,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2010-01,0.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2010-02,0.8,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2010-03,1.9,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2010-04,2.0,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2010-05,2.5,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2010-06,2.7,
ESTAT:PRC_HICP_MANR(1.0),01/07/22 11:00:00,M,RCH_A,CP00,BE,2010-07,2.4,
